,Neighbourhood,VenueName,VenueCategory,VenueLatitude,VenueLongitude
0,Harbourfront,Boxcar Social,Café,43.63831906511549,-79.38246311921247
1,Harbourfront,Pearl Harbourfront,Chinese Restaurant,43.63815654013541,-79.38068763743328
2,Harbourfront,Evviva Restaurant,Deli / Bodega,43.64157991761808,-79.38345644030795
3,Harbourfront,iQ Food Co,Salad Place,43.642851,-79.382081
4,Harbourfront,Aroma Espresso Bar,Café,43.6423209103846,-79.38374932648954
5,Harbourfront,SOCO Kitchen+Bar,Bistro,43.64280448399251,-79.38392149415381
6,Harbourfront,Taverna Mercatto,Italian Restaurant,43.64262514139939,-79.38325673989138
7,Harbourfront,Miku,Japanese Restaurant,43.64137436,-79.37753063
8,Harbourfront,e11even,New American Restaurant,43.64242558687748,-79.38144094115985
9,Harbourfront,Indian Roti House,Indian Restaurant,43.63906038875002,-79.38542224544638
10,Harbourfront,Gonoe Sushi Japanese Restaurant,Sushi Restaurant,43.63901430970685,-79.38591360078077
11,Harbourfront,Joe Bird,Fried Chicken Joint,43.6382035241723,-79.38035466343936
13,Harbourfront,Union Chicken,Fried Chicken Joint,43.64491185903613,-79.38232534702786
14,Harbourfront,Pie Bar,Pizza Place,43.63817355603517,-79.38054644461133
15,Harbourfront,Scaddabush,Italian Restaurant,43.6447367776608,-79.38535477982775
17,Harbourfront,McCafé,Café,43.644490691919735,-79.38110912246584
18,Harbourfront,TOCA,Italian Restaurant,43.64543117726125,-79.38705858895491
20,Harbourfront,Amano Pasta,Italian Restaurant,43.64491852117436,-79.38235777637108
21,Harbourfront,Mi-Ne,Japanese Restaurant,43.64073639213635,-79.39111356908798
22,Harbourfront,Jack Astor's Bar & Grill,American Restaurant,43.645315,-79.383837
23,Harbourfront,Subway,Sandwich Place,43.63946501862797,-79.38353346795704
24,Harbourfront,Alexandro's World Famous Gyros,Greek Restaurant,43.6416627086796,-79.3752137736969
25,Harbourfront,Kupfert & Kim,Vegetarian / Vegan Restaurant,43.64117858582677,-79.37814448224783
26,Harbourfront,Piazza Manna,Italian Restaurant,43.641460067165184,-79.37771914472566
27,Harbourfront,A&W,Fast Food Restaurant,43.64136651819956,-79.37794165160912
28,Harbourfront,Oyshi Sushi,Sushi Restaurant,43.64234005516476,-79.37585304260914
30,Harbourfront,Pizzaiolo,Pizza Place,43.63911334934392,-79.38726583483393
31,Harbourfront,Miller Tavern,Steakhouse,43.64239153286039,-79.37751186704443
32,Harbourfront,Spice Thai,Thai Restaurant,43.63940652819094,-79.38445898645135
33,Harbourfront,Szechuan Express,Chinese Restaurant,43.64134582504235,-79.37796013792254
34,Harbourfront,Lakeside Local Bar & Grill,Fast Food Restaurant,43.63839814350533,-79.38250286664274
35,Harbourfront,Habeebee's Shawarma,Middle Eastern Restaurant,43.639643632294266,-79.38268431323097
36,Harbourfront,Lakeside Local Patio,Snack Place,43.63800924755001,-79.38309119238615
37,Harbourfront,Watermark at Radisson,American Restaurant,43.63887952555827,-79.38540597046132
38,Harbourfront,Mamma's Pizza,Pizza Place,43.63904861970403,-79.38632341824247
39,Harbourfront,Edo Japan,Japanese Restaurant,43.6382122788612,-79.38046294188636
40,Harbourfront,Cocoberry Cafe,Café,43.64071911609628,-79.3789023221464
41,Harbourfront,Pumpernickel's Deli,Food Court,43.638162,-79.380339
43,Harbourfront,Double Double Pizza & Chicken,Pizza Place,43.638819,-79.386868
45,Harbourfront,Harbour Eats,Food Court,43.641772,-79.379558
46,Harbourfront,Fast Fresh Foods,Sandwich Place,43.64130205858261,-79.37808879404564
47,Harbourfront,freshwest grill,Burrito Place,43.64139154213501,-79.3780160725694
48,Harbourfront,Villa Madina,Mediterranean Restaurant,43.64133852565134,-79.37794459004243
49,Harbourfront,Shanghai 360,Chinese Restaurant,43.641647,-79.37792
50,Harbourfront,Burkie's Dog House,Hot Dog Joint,43.643072072838535,-79.37918837842956
51,Harbourfront,The Bagel Stop,Bagel Shop,43.6416192223571,-79.37748644053526
52,Harbourfront,Waterpark Place Food Court,Food Court,43.64151414389611,-79.37724075894322
53,Harbourfront,Dobro Jesti,Food Truck,43.64149920049967,-79.3770977925977
55,Harbourfront,Hot Dog Stand,Hot Dog Joint,43.640892,-79.37652
56,Harbourfront,Loch & Quay,Seafood Restaurant,43.638267,-79.390187
58,Harbourfront,Hot Stove Club,Steakhouse,43.643887754202325,-79.37890135186609
59,Harbourfront,Toula Ristorante & Bar,Italian Restaurant,43.64105222581253,-79.37519073486328
60,Harbourfront,Mr. Greek Express,Greek Restaurant,43.640447,-79.390876
61,Harbourfront,Toronto Island Snack Bar,Snack Place,43.64039,-79.375058
62,Harbourfront,Kibo Sushi House,Sushi Restaurant,43.643418,-79.375694
63,Regent Park,Thai To Go,Thai Restaurant,43.663418,-79.36071
64,Regent Park,Sukhothai,Thai Restaurant,43.658444465539525,-79.36568085121628
66,Regent Park,ODIN Cafe + Bar,Café,43.656738544928054,-79.35650305267754
67,Regent Park,House on Parliament,Gastropub,43.663645704974314,-79.36785378722945
68,Regent Park,Qi sushi,Sushi Restaurant,43.66255180762697,-79.36425843422568
70,Regent Park,Figs Breakfast & Lunch,Breakfast Spot,43.65567455427388,-79.3645032892494
71,Regent Park,The Epicure Shop,Deli / Bodega,43.663964860964924,-79.36779540886938
72,Regent Park,Kanpai Snack Bar,Taiwanese Restaurant,43.664330935948634,-79.36806503124257
74,Regent Park,Ontario Restaurant,Diner,43.65888321199789,-79.36836906142996
75,Regent Park,Sultan Of Samosas,Indian Restaurant,43.66022749787444,-79.36622571571063
76,Regent Park,Redline Coffee and Espresso,Café,43.655692385073614,-79.36409508615066
77,Regent Park,Souvlaki Express,Greek Restaurant,43.65558391537734,-79.36443816909016
78,Regent Park,Thai Room - Cabbagetown,Thai Restaurant,43.6641587260231,-79.36818872980979
80,Regent Park,It's Jenny Café,Café,43.66193794313605,-79.36898910730264
81,Regent Park,Wendy's,Fast Food Restaurant,43.660403362711776,-79.36062902212149
82,Regent Park,The 420 Smokehouse,BBQ Joint,43.662789027634524,-79.36740919166084
83,Regent Park,Subway,Sandwich Place,43.655623768784125,-79.36455375802774
84,Regent Park,Pho U,Vietnamese Restaurant,43.661734,-79.367086
85,Regent Park,The Tilted Dog Pub & Kitchen,New American Restaurant,43.662827,-79.367355
86,Regent Park,Oriental Taste,Chinese Restaurant,43.655304,-79.365312
87,Regent Park,Best Breakfast Place,Breakfast Spot,43.663093,-79.3675
88,Regent Park,241 Pizza,Pizza Place,43.663488,-79.36755
89,Regent Park,Silk Thai,Thai Restaurant,43.663366324968194,-79.36774492263793
90,Regent Park,Il Ponte Cucina Italiana,Italian Restaurant,43.65785164410602,-79.35296058654784
91,Regent Park,Mary Macleod's Shortbread,Bakery,43.65837486847213,-79.35255249232917
92,Regent Park,Basso,Pizza Place,43.655532,-79.365071
93,Regent Park,Domino's Pizza,Pizza Place,43.655338,-79.365609
94,Ryerson,Early Bird Espresso & Brew Bar,Café,43.647419183755126,-79.40255659297493
95,Ryerson,La Palette,French Restaurant,43.64782019405015,-79.40095745762193
96,Ryerson,Saku Sushi,Sushi Restaurant,43.648038262053305,-79.40026848917229
97,Ryerson,Lamesa,Filipino Restaurant,43.647052218279086,-79.40465322314158
98,Ryerson,B.GOOD,Fast Food Restaurant,43.64775427416166,-79.40111035649997
99,Ryerson,Arepa Cafe,Arepa Restaurant,43.64784655479944,-79.40092457183587
100,Ryerson,Campechano,Taco Place,43.645828,-79.400887
101,Ryerson,Maker Pizza,Pizza Place,43.6504011331197,-79.39804047841302
102,Ryerson,North of Brooklyn Pizzeria,Pizza Place,43.646945,-79.406561
103,Ryerson,Banh Mi Boys,Sandwich Place,43.648649805139854,-79.39685914804579
104,Ryerson,Gandhi Cuisine,Indian Restaurant,43.6474049104538,-79.40307434052602
105,Ryerson,Gusto 101,Italian Restaurant,43.644988223402216,-79.4002697924689
107,Ryerson,Alo,French Restaurant,43.64857357946059,-79.39624325999638
108,Ryerson,Buddha's Vegetarian,Vegetarian / Vegan Restaurant,43.65190355922526,-79.40331176640306
109,Ryerson,Buca,Italian Restaurant,43.64478896478924,-79.40039440893409
110,Ryerson,Avenue Open Kitchen,Diner,43.647273151492655,-79.39631997359885
111,Ryerson,Jacobs & Co.,Steakhouse,43.645339258306436,-79.39801966333317
112,Ryerson,Kanto,Filipino Restaurant,43.6521668804813,-79.40484262234281
113,Ryerson,Forno Cultura,Bakery,43.6442960851905,-79.40071458712073
114,Ryerson,Lee,Asian Restaurant,43.64437490992841,-79.40042526918113
115,Ryerson,Porchetta & Co,Sandwich Place,43.64466404008139,-79.39881259826922
116,Ryerson,Wilbur Mexicana,Mexican Restaurant,43.644810149647334,-79.3986441942716
117,Ryerson,Le Gourmand Café,Café,43.648282339042105,-79.39623145239167
118,Ryerson,Cacao 70,Creperie,43.648351398208,-79.39808247973598
121,Ryerson,Bar Buca,Italian Restaurant,43.64394406602748,-79.39992241954978
122,Ryerson,Lisa Marie,Italian Restaurant,43.64684368457233,-79.40600822088072
123,Ryerson,FIKA Cafe,Café,43.653560276835684,-79.40040209660836
124,Ryerson,Pizzeria Libretto,Italian Restaurant,43.64444907678619,-79.39875856774019
125,Ryerson,Sud Forno,Bakery,43.64620838557792,-79.40898619780963
126,Ryerson,Market 707,Food Court,43.652127706758996,-79.40484420479436
127,Ryerson,Porchetta & Co.,Sandwich Place,43.651576,-79.40895
128,Ryerson,The Burger's Priest,Burger Joint,43.648426,-79.397292
129,Ryerson,Fusaro's Kitchen,Sandwich Place,43.64811852414678,-79.396060378564
130,Ryerson,Terroni,Pizza Place,43.646177417633886,-79.4091503314554
131,Ryerson,Aroma Espresso Bar,Café,43.64803481756751,-79.39958308867753
132,Ryerson,Patria,Spanish Restaurant,43.64538397168574,-79.39647822311908
133,Ryerson,Pat's Homestyle Jamaican Restaurant,Caribbean Restaurant,43.64738643913458,-79.40321008296453
134,Ryerson,Smoke's Poutinerie,Poutine Place,43.64727215219216,-79.40365549217009
135,Ryerson,Beast Restaurant,American Restaurant,43.644081809663504,-79.40557852731638
136,Ryerson,Seven Lives - Tacos y Mariscos,Mexican Restaurant,43.65441817160925,-79.40054467846261
137,Ryerson,Rodney's Oyster House,Seafood Restaurant,43.64497466422575,-79.3965870935842
138,Ryerson,The Moonbean Cafe,Café,43.65414662211733,-79.40018175516231
139,Ryerson,Ramen Misoya,Ramen Restaurant,43.646831,-79.406311
142,Ryerson,Banh Mi Nguyen Huong,Vietnamese Restaurant,43.653628006211044,-79.3983759881993
143,Ryerson,Campagnolo,Italian Restaurant,43.651599912939076,-79.40959851567801
144,Ryerson,Soufi's,Middle Eastern Restaurant,43.646552639104186,-79.40733879264602
145,Ryerson,Jimmy's Coffee,Café,43.65449315540114,-79.40131090393002
147,Ryerson,Kupfert & Kim,Vegetarian / Vegan Restaurant,43.64794381005563,-79.39612137378384
148,Ryerson,The Keg Steakhouse & Bar,Steakhouse,43.64471702270032,-79.39898491683932
149,Ryerson,Saffron Spice Kitchen,Sri Lankan Restaurant,43.648568280297056,-79.39728377466099
152,Ryerson,Pokito,Hawaiian Restaurant,43.64850288544916,-79.39794579549702
153,Ryerson,Cibo Wine Bar King Street,Italian Restaurant,43.645072843017346,-79.39736026534278
154,Ryerson,Nando's Queen St. W,African Restaurant,43.64653025691222,-79.40695213219306
155,Ryerson,Greens Vegetarian Restaurant,Vegetarian / Vegan Restaurant,43.652033704026216,-79.40238187213345
156,Ryerson,Pizzeria Via Mercanti,Italian Restaurant,43.65407077215065,-79.40192005863022
157,Ryerson,Gushi,Japanese Restaurant,43.65225817681606,-79.40488372625506
158,Ryerson,The One That Got Away,Fish & Chips Shop,43.64447870199425,-79.39988468202688
159,Ryerson,Golden Patty,Caribbean Restaurant,43.6546590586465,-79.4011788108254
160,Ryerson,Simit & Chai Co.,Bakery,43.643111493429075,-79.40667415852465
161,Ryerson,King's Cafe,Vegetarian / Vegan Restaurant,43.65427040798248,-79.40189703859198
162,Ryerson,Jules Bistro,French Restaurant,43.64814889137778,-79.39606139334786
163,Ryerson,Blackbird Baking Co,Bakery,43.65476385976386,-79.40056588367806
164,Ryerson,Baro,Latin American Restaurant,43.64490571045275,-79.39712312128809
165,Ryerson,Loaded Pierogi,Dumpling Restaurant,43.64589205525146,-79.40996945189744
166,Ryerson,Village Pizza,Pizza Place,43.652065,-79.406425
167,Ryerson,KINTON RAMEN,Ramen Restaurant,43.648705139567284,-79.39728052502396
168,Ryerson,Buna's Kitchen,Bistro,43.64804220591876,-79.39493648214875
169,Ryerson,Mean Bao,Asian Restaurant,43.64683531264126,-79.40377448223981
171,Ryerson,Le Sélect Bistro,French Restaurant,43.64369893662352,-79.39666668117388
172,Ryerson,Rasta Pasta,Caribbean Restaurant,43.65420716538317,-79.40046891984555
173,Ryerson,Saigon Lotus Restaurant,Vietnamese Restaurant,43.654310800343325,-79.39922450076845
174,Ryerson,Brioche Dorée,Bakery,43.64412860861413,-79.40165707717495
175,Ryerson,Basil Box,Asian Restaurant,43.64873189146827,-79.39623046744899
176,Ryerson,Wafels and More,Belgian Restaurant,43.65465108367296,-79.40197747917576
177,Ryerson,My Roti Place,Indian Restaurant,43.648458,-79.397358
178,Ryerson,Cosmic Treats,Vegetarian / Vegan Restaurant,43.65400979300167,-79.40180481840171
179,Ryerson,Hanabusa Cafe,Café,43.654643265757464,-79.40062636492314
180,Ryerson,FILM CAFE,Comfort Food Restaurant,43.65510856565147,-79.40234241534543
181,Ryerson,Rickshaw Bar,Asian Restaurant,43.64697319946568,-79.40494578844631
182,Ryerson,Hibiscus,Vegetarian / Vegan Restaurant,43.655454254557085,-79.4024390910271
183,Ryerson,Pancho's Bakery,Bakery,43.654750233381165,-79.40210500607643
184,Ryerson,Queen Margherita Pizza,Italian Restaurant,43.65205447497852,-79.40726328734823
185,Ryerson,Dumpling House,Dumpling Restaurant,43.65386003934455,-79.3985583639792
186,Ryerson,Belfast Love,Irish Pub,43.64489705051509,-79.39852206237966
187,Ryerson,Ozzy's Burger,Burger Joint,43.65519064459841,-79.40261014020656
188,Ryerson,Falafel Queen,Middle Eastern Restaurant,43.64726500415771,-79.40353063330775
189,Ryerson,Mira,Peruvian Restaurant,43.644321001956754,-79.3963609253724
190,Ryerson,El Arepazo,Arepa Restaurant,43.653356757013846,-79.40142382892122
191,Ryerson,Poutini's House of Poutine,Poutine Place,43.644240599167794,-79.40093099280097
192,Ryerson,The Dirty Bird Chicken + Waffles,Comfort Food Restaurant,43.65461198283731,-79.40067408795788
193,Ryerson,Pita Choice,Sandwich Place,43.643474439876414,-79.4047878851775
194,Garden District,Page One Cafe,Café,43.65777161112601,-79.3760725691681
195,Garden District,Hokkaido Ramen Santouka らーめん山頭火,Ramen Restaurant,43.65643520293576,-79.37758637997793
196,Garden District,Burrito Boyz,Burrito Place,43.656265264409015,-79.37834318376771
197,Garden District,Tacos 101,Taco Place,43.656636132918166,-79.37696796225362
198,Garden District,Kinka Izakaya Original,Japanese Restaurant,43.66059636632361,-79.37889120754515
199,Garden District,Blaze Pizza,Pizza Place,43.656518,-79.380015
200,Garden District,Balzac's Coffee,Café,43.65785440672277,-79.37919981155157
201,Garden District,Kinton Ramen,Ramen Restaurant,43.660631695006714,-79.37887964897601
202,Garden District,Oakham Café,Café,43.658077944767534,-79.37831497990125
203,Garden District,The Senator Restaurant,Diner,43.65564091455335,-79.37919882575557
204,Garden District,Salad King,Thai Restaurant,43.65760101432665,-79.38161963017174
205,Garden District,Banh Mi Boys,Sandwich Place,43.65918751861582,-79.3821314997463
207,Garden District,Urban Herbivore,Vegetarian / Vegan Restaurant,43.65497185575342,-79.38085556030273
208,Garden District,Five Guys,Burger Joint,43.65710635305761,-79.38130606340378
209,Garden District,Golden Diner,Diner,43.66234167901005,-79.37743376144903
211,Garden District,Barberian's Steak House,Steakhouse,43.65775512925926,-79.38217741375935
212,Garden District,The Black Canary Espresso Bar,Café,43.65702925121356,-79.38138512728051
213,Garden District,Schnitzel Queen,German Restaurant,43.65423906004429,-79.37053284604036
214,Garden District,Mystic Muffin,Middle Eastern Restaurant,43.652483550499326,-79.37265472845176
215,Garden District,The Queen and Beaver Public House,Gastropub,43.65747228208784,-79.38352412327917
216,Garden District,JOEY,American Restaurant,43.6560936540828,-79.38187792357716
217,Garden District,Crepe Delicious,Food Court,43.654536488277245,-79.38088885547485
218,Garden District,The George Street Diner,Diner,43.65280299563487,-79.37156302246598
219,Garden District,Hair Of The Dog,Gastropub,43.66282779855822,-79.37966975971744
220,Garden District,Chipotle Mexican Grill,Mexican Restaurant,43.65648501759579,-79.38094490841218
221,Garden District,Ali Baba's - Yonge north of Dundas,Middle Eastern Restaurant,43.65790831232223,-79.38130421010204
222,Garden District,Katsuya,Japanese Restaurant,43.65986035759321,-79.37878806223506
223,Garden District,Gyu-Kaku Japanese BBQ,Japanese Restaurant,43.651422275497914,-79.37504693687086
224,Garden District,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.658920292028725,-79.38289105381784
225,Garden District,Zakkushi ざっ串,Japanese Restaurant,43.663618353768534,-79.37067046949925
226,Garden District,The Elm Tree Restaurant,Modern European Restaurant,43.65739749535259,-79.38376054171513
227,Garden District,Hawthorne Food and Drink,Gastropub,43.652270129568336,-79.37631758327606
228,Garden District,Triple A Bar (AAA),BBQ Joint,43.65165840099557,-79.3727201723461
230,Garden District,Chew Chew's Diner,Diner,43.66350438663724,-79.37223072274612
231,Garden District,Eggspectation Bell Trinity Square,Breakfast Spot,43.65314383888587,-79.38198016678167
232,Garden District,Fusaro's,Italian Restaurant,43.65334679826618,-79.36951731755141
233,Garden District,Red Lobster,Seafood Restaurant,43.656328,-79.383621
234,Garden District,Trattoria Mercatto,Italian Restaurant,43.65445314470199,-79.3809741075674
235,Garden District,Paramount Fine Foods,Middle Eastern Restaurant,43.65502870847598,-79.38024513018975
236,Garden District,Bourbon St. Grill,Fast Food Restaurant,43.6551351410162,-79.3808225262395
237,Garden District,Pearl Diver,Gastropub,43.651481290733734,-79.37359954211877
238,Garden District,GB Hand-Pulled Noodles,Chinese Restaurant,43.65643422548463,-79.3837827356398
239,Garden District,Panago,Pizza Place,43.65825817735338,-79.38431282558368
240,Garden District,Lebanon Express,Falafel Restaurant,43.66099058425057,-79.38297576948105
242,Garden District,Spring Sushi,Sushi Restaurant,43.656252529816086,-79.38065954471074
243,Garden District,La Bettola Di Terroni,Italian Restaurant,43.65199330592565,-79.37805579614488
244,Garden District,Patties Express,Caribbean Restaurant,43.657832414035745,-79.38183777062407
245,Garden District,The Irv Gastro Pub,Gastropub,43.663556,-79.370617
246,Garden District,Milestones,Fast Food Restaurant,43.65630763877396,-79.38082230024877
248,Garden District,Leña,Latin American Restaurant,43.65175078455427,-79.37902076748435
249,Garden District,Panera Bread,Bakery,43.65710745327419,-79.38157439231873
250,Garden District,The Blake House,American Restaurant,43.664468354131486,-79.37747087203942
251,Garden District,陣 JINYA RAMEN BAR,Ramen Restaurant,43.661891182206986,-79.37922344669705
252,Garden District,Ontario Restaurant,Diner,43.65888321199789,-79.36836906142996
253,Garden District,Bangkok Garden,Thai Restaurant,43.6578702903203,-79.38283718957292
254,Garden District,Cora Breakfast & Lunch,Breakfast Spot,43.66139369623902,-79.38131959688991
255,Garden District,Bob's Bulgogi,Korean Restaurant,43.65190800954796,-79.37752300562582
256,Garden District,Big Smoke Burger,Burger Joint,43.65492030150413,-79.38080432697494
257,Garden District,California Sandwiches,Sandwich Place,43.660824989345386,-79.38288750546259
258,Garden District,Butter Baker,Bakery,43.65566927096165,-79.3842978108375
259,Garden District,Hangry Burger,Burger Joint,43.66070999694819,-79.38283826775837
261,Garden District,T.L.P. Sandwich Co.,Sandwich Place,43.657714229476575,-79.38248025957003
262,Garden District,A&W Canada,Fast Food Restaurant,43.655583,-79.381312
263,Garden District,Thai On Yonge,Thai Restaurant,43.658607309508525,-79.38199875669441
264,Garden District,Milo's Pita,Falafel Restaurant,43.65626969248787,-79.38097430189029
265,Garden District,Villa Madina (at Urban Eatry),Middle Eastern Restaurant,43.655516867999594,-79.38123637218324
266,Garden District,Donatello Restaurant,Italian Restaurant,43.657489310288014,-79.38360495100461
267,Garden District,It's Jenny Café,Café,43.66193794313605,-79.36898910730264
268,Garden District,Cafe de Melbourne,Café,43.656087801489825,-79.38070487601242
269,Garden District,Urban Eatery,Food Court,43.65514969946543,-79.38084683439259
270,Garden District,King's Place647-352-0786,Pakistani Restaurant,43.658278219451866,-79.37092509166455
271,Garden District,Phoenix Café,Café,43.657025134575115,-79.38164276139244
272,Garden District,Jimmy The Greek,Greek Restaurant,43.6545029224916,-79.38088785568989
274,Garden District,Fresh Start Coffee Co.,Café,43.657377165116216,-79.38439256972293
275,Garden District,Daily Sushi,Sushi Restaurant,43.66138539281109,-79.38157955833417
276,Garden District,Pita Land,Falafel Restaurant,43.66025329859701,-79.37710715521973
277,Garden District,Aroma Espresso Bar,Café,43.65518516598545,-79.38359359948896
278,Garden District,Hot Star Large Fried Chicken,Fried Chicken Joint,43.65880844786959,-79.3820352603718
279,Garden District,McDonald's,Fast Food Restaurant,43.658196096689,-79.38187161754496
280,Garden District,Fit for Life,Fast Food Restaurant,43.656160859715044,-79.3836044784079
281,Garden District,St. Louis Bar and Grill,Wings Joint,43.65632495785165,-79.38269266655193
282,Garden District,Pita Way,Falafel Restaurant,43.661512057192034,-79.3810065733131
283,Garden District,Boston Pizza,Pizza Place,43.659338317692985,-79.38226037293168
284,Garden District,Ritz Caribbean Foods,Caribbean Restaurant,43.66150023337985,-79.38322536850163
285,Garden District,Subway,Sandwich Place,43.66001849833007,-79.37829953668138
286,Garden District,Popeyes Louisiana Chicken,Fried Chicken Joint,43.66072684509608,-79.38273787270532
287,Garden District,Harvey's,Fast Food Restaurant,43.6603818123201,-79.37605098041458
288,Garden District,DAIO,Sushi Restaurant,43.66148741121145,-79.38107591071372
289,Garden District,Duck,Chinese Restaurant,43.660739056022976,-79.38391327857971
290,Garden District,Ho Jan 好棧粉麵小廚,Chinese Restaurant,43.66148337688324,-79.38111066405962
291,Garden District,Papa John's Pizza,Pizza Place,43.65797992914537,-79.37249553926944
292,Garden District,Amato Pizza,Pizza Place,43.66021482917061,-79.38257133039714
293,Garden District,Subway,Sandwich Place,43.65364606714371,-79.36898684058504
294,St. James Town,Tinuno,Filipino Restaurant,43.671280602820175,-79.37492016264389
295,St. James Town,Cranberries,Diner,43.6678427705951,-79.36940687874281
296,St. James Town,Mr. Jerk,Caribbean Restaurant,43.66732847256732,-79.37338943621165
297,St. James Town,F'Amelia,Italian Restaurant,43.66753590663226,-79.36861331485827
298,St. James Town,Butter Chicken Factory,Indian Restaurant,43.66707247004843,-79.36918422958169
299,St. James Town,The Keg Steakhouse + Bar - Keg Mansion,Steakhouse,43.66675618397813,-79.37830241801962
301,St. James Town,Kingyo Toronto,Japanese Restaurant,43.66589495808371,-79.36841520638596
302,St. James Town,Cabbagetown Brew,Café,43.66692279890784,-79.36928929560437
303,St. James Town,Absolute Bakery & Café,Bakery,43.667469462461995,-79.36927654747196
304,St. James Town,Merryberry Cafe + Bistro,Café,43.66663020301851,-79.36879184199822
306,St. James Town,Church Street Espresso,Café,43.66829221417146,-79.38187727767004
307,St. James Town,Nijo Japanese Restaurant,Japanese Restaurant,43.671848798792055,-79.37882430813714
309,St. James Town,Eggsmart,Breakfast Spot,43.671158,-79.37624
310,St. James Town,A&W Canada,Fast Food Restaurant,43.66641495866356,-79.37823495735253
311,St. James Town,Subway,Sandwich Place,43.672167979021005,-79.37775999196562
313,St. James Town,Pizza Pizza,Pizza Place,43.667178738521734,-79.36966873777858
314,St. James Town,Subway,Sandwich Place,43.66559771704867,-79.36846996703981
315,St. James Town,Domino's Pizza,Pizza Place,43.66873454146538,-79.3749689892885
316,St. James Town,Chester Chicken Express,Fried Chicken Joint,43.671304050270365,-79.37527581145581
317,St. James Town,Fionn MacCool's Bloor Street,Irish Pub,43.671312184506284,-79.381176970425
318,St. James Town,Subway,Sandwich Place,43.67144319710741,-79.38050331978287
319,St. James Town,Pizza Pizza,Pizza Place,43.66809038080825,-79.37027389227195
320,St. James Town,Rogers Radio Cafe (2nd Floor),Café,43.669859333820504,-79.37963266314692
321,St. James Town,Druxy's,Sandwich Place,43.67135403373765,-79.37867041026186
322,St. James Town,Cabbage Town Kitchen,American Restaurant,43.668181,-79.36956995
323,St. James Town,Maja Indian Cuisine,Indian Restaurant,43.671986239479516,-79.37868495492565
324,St. James Town,Eggspectation,Breakfast Spot,43.671773,-79.378783
325,St. James Town,Little Shmiddy’s Hot Meat House,Bistro,43.66781234741211,-79.36949157714844
326,St. James Town,Tender Trap Restaurant,Chinese Restaurant,43.667662,-79.369464
327,St. James Town,Steve's Rogers Cafe,Café,43.672052,-79.379372
328,St. James Town,Rogers Cafeteria,Food Court,43.66990371100761,-79.37974848984038
329,St. James Town,OMP Cafeteria,Cafeteria,43.66980094410764,-79.37979018052529
330,St. James Town,Staij & Co Café and Pastry Boutique,Café,43.666862703979966,-79.36922818422318
331,St. James Town,Radio Cafe,Food Court,43.67169582147495,-79.38061690003971
332,St. James Town,Choices Cafeteria,Food Court,43.67141124340467,-79.3818485560509
333,St. James Town,Salt & Tobacco,Pizza Place,43.66530700653405,-79.36833465285895
334,Berczy Park,Hogtown Smoke,Food Truck,43.64928693557788,-79.37468932637938
335,Berczy Park,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164
336,Berczy Park,The Keg Steakhouse + Bar,Steakhouse,43.64667637593993,-79.37482154865866
337,Berczy Park,Sukhothai,Thai Restaurant,43.64848710249909,-79.37454735245633
338,Berczy Park,Crepe TO,Creperie,43.650063279511016,-79.37458664523871
339,Berczy Park,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258
340,Berczy Park,Movenpick Cafe,Café,43.647686808930885,-79.3772953884033
341,Berczy Park,Fresh On Front,Vegetarian / Vegan Restaurant,43.647888,-79.374586
342,Berczy Park,Terroni,Italian Restaurant,43.650927,-79.375602
343,Berczy Park,Biff's Bistro,French Restaurant,43.647084825125084,-79.37634231908494
344,Berczy Park,Buster's Sea Cove,Seafood Restaurant,43.6484950904393,-79.37146231793892
346,Berczy Park,Market Street Catch,Seafood Restaurant,43.64850142396483,-79.3718080237409
347,Berczy Park,Dineen Coffee,Café,43.650497,-79.378765
348,Berczy Park,Carisma,Italian Restaurant,43.64961671774303,-79.3754337751762
349,Berczy Park,Gyu-Kaku Japanese BBQ,Japanese Restaurant,43.651422275497914,-79.37504693687086
350,Berczy Park,Stonemill Bread,Bakery,43.648668221542096,-79.37160962302049
351,Berczy Park,Balzac's Coffee,Café,43.64845650131932,-79.37178993724407
352,Berczy Park,The Poké Box,Poke Place,43.65046931503178,-79.37631703952829
353,Berczy Park,Café Plenty,Café,43.6491179354577,-79.37831288380438
355,Berczy Park,Carousel Bakery,Bakery,43.6487072781773,-79.37158005127563
356,Berczy Park,Ki Modern Japanese + Bar,Japanese Restaurant,43.64710349021134,-79.37938978621831
357,Berczy Park,Pearl Diver,Gastropub,43.651481290733734,-79.37359954211877
358,Berczy Park,FARMR Eatery & Catering,Bistro,43.648419863375096,-79.37027379521088
359,Berczy Park,Triple A Bar (AAA),BBQ Joint,43.65165840099557,-79.3727201723461
360,Berczy Park,Loaded Pierogi,Comfort Food Restaurant,43.647965,-79.373427
361,Berczy Park,Over Easy,Breakfast Spot,43.64807704204346,-79.37759871575396
363,Berczy Park,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
364,Berczy Park,The Poet Cafe,Café,43.65063683072023,-79.37127573699792
367,Berczy Park,Olly Fresco's,Deli / Bodega,43.646912231909276,-79.37959661696463
368,Berczy Park,Bier Markt Esplanade,Belgian Restaurant,43.64723602476138,-79.37389161769812
